version,1.4.0
info,team,Sri Lanka
info,team,India
info,gender,male
info,season,2005/06
info,date,2005/10/28
info,series,Sri Lanka tour of India
info,match_number,2
info,venue,"Punjab Cricket Association IS Bindra Stadium, Mohali"
info,city,Chandigarh
info,toss_winner,India
info,toss_decision,field
info,player_of_match,IK Pathan
info,umpire,BF Bowden
info,umpire,AV Jayaprakash
info,tv_umpire,I Shivram
info,match_referee,AG Hurst
info,winner,India
info,winner_wickets,8
ball,1,0.1,Sri Lanka,KC Sangakkara,ST Jayasuriya,IK Pathan,0,0,,,,,,"",""
ball,1,0.2,Sri Lanka,KC Sangakkara,ST Jayasuriya,IK Pathan,0,0,,,,,,"",""
ball,1,0.3,Sri Lanka,KC Sangakkara,ST Jayasuriya,IK Pathan,0,0,,,,,,"",""
ball,1,0.4,Sri Lanka,KC Sangakkara,ST Jayasuriya,IK Pathan,1,0,,,,,,"",""
ball,1,0.5,Sri Lanka,ST Jayasuriya,KC Sangakkara,IK Pathan,0,0,,,,,,"",""
ball,1,0.6,Sri Lanka,ST Jayasuriya,KC Sangakkara,IK Pathan,0,0,,,,,,caught,ST Jayasuriya
ball,1,1.1,Sri Lanka,MS Atapattu,KC Sangakkara,AB Agarkar,0,0,,,,,,"",""
ball,1,1.2,Sri Lanka,MS Atapattu,KC Sangakkara,AB Agarkar,0,0,,,,,,"",""
ball,1,1.3,Sri Lanka,MS Atapattu,KC Sangakkara,AB Agarkar,0,0,,,,,,"",""
ball,1,1.4,Sri Lanka,MS Atapattu,KC Sangakkara,AB Agarkar,0,0,,,,,,"",""
ball,1,1.5,Sri Lanka,MS Atapattu,KC Sangakkara,AB Agarkar,0,0,,,,,,"",""
ball,1,1.6,Sri Lanka,MS Atapattu,KC Sangakkara,AB Agarkar,0,0,,,,,,"",""
ball,1,2.1,Sri Lanka,KC Sangakkara,MS Atapattu,IK Pathan,0,0,,,,,,"",""
ball,1,2.2,Sri Lanka,KC Sangakkara,MS Atapattu,IK Pathan,0,0,,,,,,"",""
ball,1,2.3,Sri Lanka,KC Sangakkara,MS Atapattu,IK Pathan,0,0,,,,,,"",""
ball,1,2.4,Sri Lanka,KC Sangakkara,MS Atapattu,IK Pathan,4,0,,,,,,"",""
ball,1,2.5,Sri Lanka,KC Sangakkara,MS Atapattu,IK Pathan,0,0,,,,,,"",""
ball,1,2.6,Sri Lanka,KC Sangakkara,MS Atapattu,IK Pathan,4,0,,,,,,"",""
ball,1,3.1,Sri Lanka,MS Atapattu,KC Sangakkara,AB Agarkar,4,0,,,,,,"",""
ball,1,3.2,Sri Lanka,MS Atapattu,KC Sangakkara,AB Agarkar,0,0,,,,,,"",""
ball,1,3.3,Sri Lanka,MS Atapattu,KC Sangakkara,AB Agarkar,0,0,,,,,,"",""
ball,1,3.4,Sri Lanka,MS Atapattu,KC Sangakkara,AB Agarkar,0,0,,,,,,"",""
ball,1,3.5,Sri Lanka,MS Atapattu,KC Sangakkara,AB Agarkar,0,0,,,,,,"",""
ball,1,3.6,Sri Lanka,MS Atapattu,KC Sangakkara,AB Agarkar,0,0,,,,,,caught,MS Atapattu
ball,1,4.1,Sri Lanka,KC Sangakkara,DPMD Jayawardene,IK Pathan,0,0,,,,,,"",""
ball,1,4.2,Sri Lanka,KC Sangakkara,DPMD Jayawardene,IK Pathan,0,0,,,,,,"",""
