version,1.4.0
info,team,South Africa
info,team,England
info,gender,male
info,season,2019/20
info,date,2020/02/07
info,series,England tour of South Africa 2019/20
info,match_number,2
info,venue,Kingsmead
info,city,Durban
info,toss_winner,England
info,toss_decision,field
info,umpire,A Paleker
info,umpire,Aleem Dar
info,reserve_umpire,S George
info,tv_umpire,GO Brathwaite
info,match_referee,DC Boon
info,outcome,no result
ball,1,0.1,South Africa,Q de Kock,RR Hendricks,CR Woakes,0,0,,,,,,"",""
ball,1,0.2,South Africa,Q de Kock,RR Hendricks,CR Woakes,1,0,,,,,,"",""
ball,1,0.3,South Africa,RR Hendricks,Q de Kock,CR Woakes,2,0,,,,,,"",""
ball,1,0.4,South Africa,RR Hendricks,Q de Kock,CR Woakes,1,0,,,,,,"",""
ball,1,0.5,South Africa,Q de Kock,RR Hendricks,CR Woakes,2,0,,,,,,"",""
ball,1,0.6,South Africa,Q de Kock,RR Hendricks,CR Woakes,0,0,,,,,,"",""
ball,1,1.1,South Africa,RR Hendricks,Q de Kock,SM Curran,0,1,1,,,,,"",""
ball,1,1.2,South Africa,RR Hendricks,Q de Kock,SM Curran,2,0,,,,,,"",""
ball,1,1.3,South Africa,RR Hendricks,Q de Kock,SM Curran,0,0,,,,,,"",""
ball,1,1.4,South Africa,RR Hendricks,Q de Kock,SM Curran,0,0,,,,,,"",""
ball,1,1.5,South Africa,RR Hendricks,Q de Kock,SM Curran,0,0,,,,,,"",""
ball,1,1.6,South Africa,RR Hendricks,Q de Kock,SM Curran,0,0,,,,,,"",""
ball,1,1.7,South Africa,RR Hendricks,Q de Kock,SM Curran,2,0,,,,,,"",""
ball,1,2.1,South Africa,Q de Kock,RR Hendricks,CR Woakes,1,0,,,,,,"",""
ball,1,2.2,South Africa,RR Hendricks,Q de Kock,CR Woakes,1,0,,,,,,"",""
ball,1,2.3,South Africa,Q de Kock,RR Hendricks,CR Woakes,1,0,,,,,,"",""
ball,1,2.4,South Africa,RR Hendricks,Q de Kock,CR Woakes,0,0,,,,,,"",""
ball,1,2.5,South Africa,RR Hendricks,Q de Kock,CR Woakes,0,0,,,,,,"",""
ball,1,2.6,South Africa,RR Hendricks,Q de Kock,CR Woakes,0,0,,,,,,"",""
ball,1,3.1,South Africa,Q de Kock,RR Hendricks,SM Curran,0,0,,,,,,"",""
ball,1,3.2,South Africa,Q de Kock,RR Hendricks,SM Curran,1,0,,,,,,"",""
ball,1,3.3,South Africa,RR Hendricks,Q de Kock,SM Curran,4,0,,,,,,"",""
ball,1,3.4,South Africa,RR Hendricks,Q de Kock,SM Curran,0,0,,,,,,"",""
ball,1,3.5,South Africa,RR Hendricks,Q de Kock,SM Curran,4,0,,,,,,"",""
ball,1,3.6,South Africa,RR Hendricks,Q de Kock,SM Curran,2,0,,,,,,"",""
ball,1,4.1,South Africa,Q de Kock,RR Hendricks,CR Woakes,0,0,,,,,,"",""
ball,1,4.2,South Africa,Q de Kock,RR Hendricks,CR Woakes,0,0,,,,,,"",""
ball,1,4.3,South Africa,Q de Kock,RR Hendricks,CR Woakes,2,0,,,,,,"",""
ball,1,4.4,South Africa,Q de Kock,RR Hendricks,CR Woakes,0,0,,,,,,"",""
ball,1,4.5,South Africa,Q de Kock,RR Hendricks,CR Woakes,2,0,,,,,,"",""
ball,1,4.6,South Africa,Q de Kock,RR Hendricks,CR Woakes,0,0,,,,,,"",""
ball,1,5.1,South Africa,RR Hendricks,Q de Kock,JE Root,1,0,,,,,,"",""
ball,1,5.2,South Africa,Q de Kock,RR Hendricks,JE Root,1,0,,,,,,"",""
ball,1,5.3,South Africa,RR Hendricks,Q de Kock,JE Root,1,0,,,,,,"",""
ball,1,5.4,South Africa,Q de Kock,RR Hendricks,JE Root,0,0,,,,,,"",""
ball,1,5.5,South Africa,Q de Kock,RR Hendricks,JE Root,0,0,,,,,,bowled,Q de Kock
ball,1,5.6,South Africa,T Bavuma,RR Hendricks,JE Root,1,0,,,,,,"",""
ball,1,6.1,South Africa,T Bavuma,RR Hendricks,CR Woakes,1,0,,,,,,"",""
ball,1,6.2,South Africa,RR Hendricks,T Bavuma,CR Woakes,0,0,,,,,,"",""
ball,1,6.3,South Africa,RR Hendricks,T Bavuma,CR Woakes,4,0,,,,,,"",""
ball,1,6.4,South Africa,RR Hendricks,T Bavuma,CR Woakes,1,0,,,,,,"",""
ball,1,6.5,South Africa,T Bavuma,RR Hendricks,CR Woakes,2,0,,,,,,"",""
ball,1,6.6,South Africa,T Bavuma,RR Hendricks,CR Woakes,0,1,,,1,,,"",""
ball,1,7.1,South Africa,T Bavuma,RR Hendricks,TK Curran,0,0,,,,,,"",""
ball,1,7.2,South Africa,T Bavuma,RR Hendricks,TK Curran,0,0,,,,,,"",""
ball,1,7.3,South Africa,T Bavuma,RR Hendricks,TK Curran,0,0,,,,,,"",""
ball,1,7.4,South Africa,T Bavuma,RR Hendricks,TK Curran,6,0,,,,,,"",""
ball,1,7.5,South Africa,T Bavuma,RR Hendricks,TK Curran,0,0,,,,,,"",""
ball,1,7.6,South Africa,T Bavuma,RR Hendricks,TK Curran,0,0,,,,,,"",""
